ProductID,class_id
100009,1
1014,1
10272,2
10303,2
10350,2
10468,3
10499,3
10779,4
11149,5
1225,6
1229,6
1233,6
1286,1
13175,1
13183,1
13192,1
13254,7
13270,1
1417,1
1434,1
1439,1
1486,1
1498,1
1504,1
15084,1
1509,1
15092,1
1513,1
1519,1
15200,1
15219,1
1522,1
15238,1
15278,1
15281,1
1531,8
15367,5
15509,5
15518,5
15525,5
15698,8
15702,8
15732,1
15744,1
1579,1
1584,9
1618,6
1733,6
1738,6
17748,6
1813,6
1823,6
18563,1
18631,10
18636,9
18639,1
19323,11
19559,6
19562,6
19573,1
19575,1
19729,12
19739,12
19846,1
19850,1
19852,1
19856,1
19862,1
19864,1
19898,6
19900,6
19939,6
19983,6
200096,1
20022,1
20024,1
200283,1
200588,13
200695,6
200734,5
200885,1
200905,5
200908,5
200909,5
200910,14
20118,12
201228,6
20123,12
201248,1
201301,9
20137,15
201586,1
201656,6
201676,10
201748,1
20177,15
20184,15
20197,15
20204,1
202087,5
20209,15
20212,14
20219,1
20221,14
20229,5
20233,12
20236,12
20237,1
20240,15
20241,1
20248,1
202494,14
202857,6
20287,15
20291,15
20294,16
20302,15
20304,1
20309,1
20313,1
20315,1
20317,1
203174,4
203175,4
203177,4
20320,4
20321,1
203276,1
20333,15
20335,15
20350,15
20365,6
20370,6
203858,6
204080,1
204259,5
20434,12
204384,1
20439,12
20448,12
20453,12
20455,12
20457,12
20465,12
20467,12
204689,1
20469,12
204709,6
204716,6
20473,12
20475,12
20477,12
20487,4
20490,12
20492,12
20497,13
20500,12
20504,12
205160,14
205161,4
205218,9
20523,9
205359,4
206014,1
206039,1
206253,1
206358,3
206583,12
206742,1
207381,6
20780,1
20806,1
20808,1
20817,1
20821,1
20824,1
208390,1
20849,1
20855,1
208681,6
20872,1
20874,6
20877,6
208815,4
20891,6
208958,5
209003,1
209018,1
209457,14
20946,6
20949,6
20953,6
20965,6
209793,14
209836,1
210240,5
210323,6
210503,17
21076,5
210772,1
211297,1
211310,6
211501,1
211625,5
211665,4
211667,4
211670,4
211940,10
212127,1
21345,10
213502,1
213508,1
21351,8
21361,8
214054,4
214144,12
214152,12
214499,4
214642,1
214645,1
214984,1
214993,6
215114,4
215387,1
215793,1
215794,1
215879,5
216510,14
216629,1
216821,12
217178,10
217424,1
217685,5
217769,1
217792,1
217968,6
217993,6
218444,18
218898,1
219182,5
219191,1
219205,1
219207,1
219211,1
219213,1
219216,1
219649,4
219653,4
219654,4
219657,4
220240,6
220795,1
220797,1
22084,5
220874,1
22107,5
22126,5
22155,14
22187,5
221930,1
22197,5
22279,1
22285,1
222919,1
22318,1
22330,1
223647,4
223810,6
22405,1
22409,1
22442,1
22565,1
226013,1
226324,1
226493,1
226591,4
226760,1
226771,1
227074,1
22710,6
22713,6
227284,1
227681,1
22770,10
228032,1
228540,5
22874,1
229103,1
229369,5
229524,6
229788,5
229791,1
230004,1
230078,17
230247,10
230557,1
230593,1
23062,1
23065,1
23066,1
230702,1
230712,5
230713,5
230823,2
230936,6
231043,5
231087,6
231244,1
231468,5
231878,6
232077,1
232099,6
232325,5
232334,4
232370,1
232372,1
232376,1
232407,1
232525,1
232632,5
232638,5
233238,17
23339,1
233636,14
234200,5
234231,6
234355,4
234509,1
234510,1
234511,1
234512,1
234932,1
235059,1
235131,3
235165,1
235171,4
235172,4
235174,5
235191,4
235516,6
235613,5
235691,5
235694,5
235848,5
235998,4
236063,6
236364,1
236590,1
236643,1
236669,1
236710,1
236799,19
236800,19
236808,1
238099,1
238298,6
238877,5
238878,5
239674,1
239998,1
240031,1
240717,1
241284,1
241957,5
242193,4
242242,9
242622,1
242907,1
243391,1
243449,12
243450,12
243455,12
243458,12
243546,20
243813,1
244228,1
244281,2
244530,1
244657,1
244939,12
244940,14
244942,14
244943,4
244944,4
244945,14
244946,4
244947,4
245062,4
245128,14
245129,4
245130,14
245131,4
245848,5
245849,5
245852,21
245853,10
245855,10
245857,10
245903,1
246011,4
246270,9
246413,14
246423,14
246426,14
246477,1
246478,1
246482,1
246496,1
246497,1
246508,5
246796,5
246797,5
246800,5
246801,5
246837,5
246839,5
246840,14
246841,4
246844,6
246904,6
246979,6
247010,6
247045,1
247322,1
247418,1
247428,14
247435,6
247439,5
247442,5
247447,5
247451,5
247458,5
247463,6
247467,6
247470,6
247472,6
247473,6
247545,5
247816,6
247919,1
247921,1
248064,4
248187,1
248541,1
248630,12
248868,5
249060,1
249177,4
249187,14
249430,8
249594,12
249954,14
250377,4
250596,4
250639,1
250828,5
250881,1
251004,1
251019,14
251020,14
251139,6
251386,1
252159,2
252271,1
252553,1
252554,1
252687,1
252745,1
252789,1
252794,1
252899,1
253087,14
253091,4
253361,1
253454,3
253555,1
253840,1
254003,14
254268,14
254340,4
254553,1
254580,4
254608,5
254661,5
255103,1
255105,1
255111,1
255423,5
255424,5
255526,1
255527,1
255552,1
255999,1
256067,5
256068,1
256074,1
256082,1
256094,6
256230,14
256797,22
256816,1
256871,2
257201,1
257959,12
257963,5
257981,4
258208,6
258387,14
258451,1
258458,5
258513,4
258715,23
258716,5
258728,1
259033,4
259223,14
259267,14
259516,1
259866,1
259887,1
259917,1
260085,4
260510,9
260737,1
261293,14
261533,22
261582,1
261784,1
262155,14
262237,5
262609,1
262622,12
262633,12
262643,6
262732,12
262816,1
263011,5
263016,5
263022,5
263084,5
263126,1
263543,14
263544,5
263545,14
263546,5
263627,5
263662,4
263664,1
263668,8
263671,3
263676,4
263681,4
263683,1
263685,4
263686,4
263789,1
263794,1
263989,4
263991,4
263992,4
263993,14
263994,4
264004,4
264124,6
264231,1
265206,4
265213,22
265214,1
266758,4
267002,1
267185,10
267348,1
267607,1
267755,8
267963,6
268018,6
268947,12
269035,1
269159,14
269318,14
269320,14
269392,6
269492,1
269518,6
269735,9
269760,14
270048,1
270359,4
270360,4
270370,4
270438,1
271048,1
271288,6
271749,6
271836,1
271840,1
271844,1
271846,12
271847,12
271849,12
271852,1
272061,4
272159,1
272225,14
272466,5
272479,5
272486,5
272491,5
272541,1
272544,1
272562,1
272584,4
272595,1
272596,1
272597,1
272598,1
272599,1
272613,1
272615,1
272631,1
273432,6
273474,5
274418,4
274421,10
274423,1
274436,6
274780,5
275341,1
275344,1
275347,4
275350,1
275440,1
275957,1
2760,3
276079,1
276355,9
276858,1
2770,3
277350,1
277351,1
277356,6
277407,6
277409,6
2775,3
277509,6
277511,6
277754,17
277768,17
277919,1
278048,1
278073,1
278130,1
278137,5
278160,3
278161,5
278185,17
278212,1
278353,17
278394,1
278395,1
278402,1
278681,6
278687,17
278690,17
278691,17
278693,17
278694,1
278696,1
278697,17
278707,1
278709,6
278717,17
278718,17
278722,17
278723,17
278728,17
278729,17
278730,22
278731,1
278732,5
278733,5
278734,5
278735,5
278736,1
278737,5
278739,1
278740,5
278742,5
278743,1
278753,1
278755,5
278756,5
278757,5
278758,1
278851,2
278895,17
279270,17
279594,1
279605,6
279606,6
279607,6
279608,6
279613,1
279638,12
279640,12
279678,12
279687,12
279861,14
279972,4
280026,6
280730,1
281002,9
281008,17
282002,1
282240,1
282241,1
282303,2
282310,2
283043,1
283136,24
283333,1
283561,9
283584,1
283886,4
283974,14
283983,14
283988,14
283991,14
283992,14
283998,14
284,1
284000,14
284144,4
284209,3
284262,14
284265,12
284269,14
284279,14
284283,4
284358,1
284362,1
284363,1
284471,4
284493,4
284498,4
284531,1
284558,4
284563,4
284574,4
284612,1
284615,5
284620,5
284626,4
284637,4
284645,4
284655,4
284851,1
284852,1
284856,1
284868,1
285488,17
285749,1
285827,1
285833,1
285835,1
285837,4
285841,1
285844,1
285847,4
285865,4
285866,1
285869,1
285873,1
285874,1
285876,1
285877,1
285878,4
286472,1
286849,25
286886,24
287972,1
288552,14
288624,25
288796,14
288810,1
288991,14
289028,5
289472,25
289479,1
289572,9
289574,9
289819,3
290015,1
290166,14
290768,9
290905,22
291019,1
291396,14
292550,1
293335,4
295527,4
295622,17
295734,3
295925,5
296505,5
296930,4
297963,6
297964,1
298283,1
298456,8
298631,1
298883,4
298884,3
299457,4
299463,4
299467,4
299512,4
300657,1
300746,1
300751,1
300754,1
302112,1
302247,12
302482,1
305223,1
307091,9
307827,1
307900,1
307937,1
307991,1
308004,1
308071,12
308336,4
308337,4
308339,4
308469,1
308471,12
308570,1
311023,1
312362,12
312399,4
312404,5
312408,1
312410,1
312437,1
312438,1
312439,1
312440,1
312455,5
312456,5
312457,4
312459,4
312460,14
312461,14
312474,5
313018,20
314812,1
315962,6
317042,8
317286,1
318194,4
318375,1
318685,4
318773,1
318824,5
318854,14
318855,14
318857,14
319545,5
319840,1
321063,1
321360,5
321371,20
321835,1
322824,1
323093,4
323094,4
323101,4
323103,14
323104,4
323105,4
323107,4
323117,14
323126,14
323154,12
323155,14
323158,4
323454,6
323472,9
323548,1
323673,9
323947,14
324036,1
325203,1
325567,8
325568,8
325589,9
325590,9
326095,10
326202,12
326350,10
327781,5
327782,5
327932,1
327938,1
327939,1
328129,6
328138,1
328724,18
328818,9
328843,9
328898,14
329979,1
330046,2
330047,2
330083,5
330085,14
330092,9
330135,9
330175,6
330180,6
330189,5
330702,6
330756,14
330759,4
331454,20
331457,20
331459,4
332323,1
332548,5
332555,5
332558,5
332905,1
334928,1
334933,1
334936,1
334941,1
335000,1
335011,4
335138,1
335141,1
335145,1
335147,1
335154,1
335157,1
335158,1
336336,4
337512,9
337534,17
337837,5
337954,1
337957,1
337958,1
337960,1
337962,1
337963,1
338443,1
338527,1
338529,1
338532,1
338534,1
338583,1
338671,1
338680,9
338683,8
338686,9
338687,8
338688,1
338694,1
338695,1
338697,5
338699,5
338707,5
338988,1
339173,17
339298,14
339532,1
339538,1
339715,1
340278,1
340397,6
340492,4
340752,1
340763,5
340764,5
341321,14
341893,1
342108,1
342114,1
342116,1
342197,1
342782,25
342785,25
342790,10
342793,6
342794,6
342795,6
342796,6
342905,5
342907,1
342910,1
342955,14
343206,6
343455,1
343458,1
343462,14
343476,1
343478,1
343496,14
343510,6
343511,1
343514,1
343523,4
343956,19
343961,11
344395,20
344398,4
344399,10
344401,1
344402,1
344406,1
344407,4
344514,1
344552,12
344554,1
344555,1
344557,1
344560,1
344729,9
344746,6
344769,9
346388,1
346689,1
346691,1
346692,1
346694,1
346695,1
346697,1
346771,1
346773,1
346783,1
346786,1
346788,1
347787,1
347824,14
347884,14
347897,17
347916,17
347933,1
347958,14
348309,14
348598,14
349464,17
349465,17
349520,14
349535,14
349941,14
350623,5
351258,14
351404,1
351405,6
352288,1
352311,1
352313,1
352316,1
352317,1
352318,1
352537,1
353088,1
353090,1
353247,1
353275,1
353279,1
353285,1
353302,1
353309,1
353310,1
353315,1
353319,5
353344,1
353348,1
353349,3
353350,3
353354,1
353356,1
353410,3
353552,14
353588,3
353657,3
353688,1
353693,19
353695,1
353712,1
353760,8
353763,11
353764,9
353785,1
353961,4
354069,1
354073,1
354075,1
354078,1
354083,1
354095,1
354098,1
354106,1
354109,6
354114,19
354119,1
354122,1
354315,1
354320,1
354323,1
354331,1
354397,1
354596,25
354601,9
354614,6
354620,23
354625,14
354633,14
354640,4
354643,12
354646,23
355166,4
356388,14
356721,3
356794,5
357012,5
357089,1
357094,1
357095,1
357096,1
357356,6
357545,5
357546,5
357548,1
357943,1
357944,1
357945,1
359347,4
359363,4
359367,4
359368,4
359373,4
359375,4
359507,1
359545,1
359546,1
359547,1
359548,1
359600,5
359602,5
359654,1
359655,5
359656,5
359657,5
359658,14
359660,14
359661,14
359665,14
359666,14
359667,5
359668,14
359669,14
359732,10
361116,26
362250,5
362253,3
362254,3
362294,5
362296,5
363237,5
363390,17
364401,20
364405,20
364412,5
364415,5
364417,19
364422,19
364474,14
364475,1
364478,4
364481,14
364482,1
364483,4
364485,14
365121,5
365183,14
365526,4
365536,1
367796,1
367808,5
367810,1
367813,5
367819,10
367822,1
367824,5
369193,1
369913,1
370336,5
370580,5
370795,5
370861,5
370900,1
370988,17
371030,1
371033,1
371565,9
372102,4
372103,4
372105,4
372107,4
372108,4
372110,4
372111,4
372112,4
372114,4
372115,4
372116,1
372117,1
372118,1
372119,1
372121,1
372124,1
372239,1
372450,6
372740,1
372741,1
372742,1
372743,1
372744,1
372745,1
372746,1
372748,1
