ProductID,class_id
10272,1
10303,2
10350,1
13270,3
15744,4
19277,1
19346,1
19364,1
19425,1
19648,2
19729,1
19739,1
200283,3
200734,2
200909,2
200910,1
20118,1
20123,1
201656,1
20233,1
20236,2
203174,1
203286,1
20465,1
20467,1
204709,1
204716,1
205218,2
206014,1
206039,1
206742,2
208681,1
208958,4
209457,1
210240,1
210323,1
210445,1
211310,1
211940,3
214144,1
215794,2
216510,1
217769,2
217968,1
218444,2
219182,1
219205,1
219207,2
219216,1
221993,1
223810,1
226013,2
228032,2
229791,3
230004,1
230078,1
230712,2
230713,1
232325,1
235171,1
235191,2
235613,2
235848,1
242242,3
243391,1
244657,1
244939,1
244940,1
244943,1
244944,1
245062,2
245128,1
245129,1
245130,2
245903,2
246011,1
246801,1
246841,1
247428,1
247545,1
248353,1
248541,3
249187,1
249430,3
250377,1
251004,2
252553,2
252745,2
253087,1
253555,1
254268,1
255125,1
255423,2
255424,1
255552,2
255999,1
256230,1
256871,3
257959,1
257963,2
258208,1
258458,1
258716,1
258728,1
259223,1
260510,3
260737,1
261293,1
261500,1
261582,1
262237,2
262609,1
262622,1
262633,1
262732,1
262816,2
263126,3
263543,1
263544,1
263545,1
263546,1
263627,1
263662,4
263664,4
263668,4
263671,4
263676,4
263677,4
263681,4
263683,4
263685,4
263686,4
263989,1
263992,2
263993,1
263994,1
264124,1
265206,4
265213,4
266758,2
267185,3
267755,3
270359,1
270360,1
270370,1
271288,2
271852,1
272225,1
272466,1
272562,2
273432,1
273474,1
274418,3
274421,3
274423,3
274436,3
274780,1
278048,2
278681,4
278694,4
278696,4
278707,4
278709,4
279638,1
279640,1
279972,2
280026,1
282303,3
282310,3
283136,3
283333,2
283886,1
283974,1
283983,2
283988,1
283991,1
284000,1
284144,1
284262,2
284265,2
284269,1
284612,2
286849,2
288552,2
288624,2
288810,2
289472,2
289572,2
289574,2
289819,1
290768,2
290905,2
295527,1
295925,1
296505,1
296930,2
298631,2
299463,1
302112,3
302247,3
307091,3
307827,1
307937,1
308071,1
308336,1
308469,1
312362,2
312399,1
317042,1
318194,3
318685,1
318773,2
318854,1
319545,2
323093,1
323094,1
323101,2
323103,1
323107,1
323126,1
323158,2
323454,4
323947,2
324036,2
325590,2
326095,3
328129,3
328818,2
328843,2
328898,1
330046,3
330092,2
330175,2
330180,2
330702,4
334928,2
334933,1
334941,1
335141,1
336336,2
338988,4
339715,4
340492,1
341321,4
342793,2
342794,2
342795,2
342796,2
342905,1
342907,2
343206,3
343510,3
344399,3
344406,3
344407,3
344552,2
344560,2
344746,2
346388,1
346689,2
346691,2
346694,1
346695,1
346697,1
346771,1
346773,1
347824,2
348309,1
349520,2
349535,2
349941,2
350623,2
351258,2
352288,1
352311,1
352313,1
352316,1
352317,2
352318,2
352537,1
353302,2
353315,2
353319,2
353344,3
353348,2
353349,3
353354,1
353356,1
353410,3
353552,2
353688,2
353693,3
354075,4
354078,4
354109,4
354397,2
354592,2
354594,2
354595,2
354596,2
354601,2
354609,2
354620,2
354633,1
354640,1
354643,1
354646,2
355166,1
356794,1
357356,3
359347,1
359363,2
359367,1
359368,1
359375,1
359545,1
359546,1
359654,1
359655,1
359656,2
359657,2
359658,2
359660,2
359661,2
359666,2
359669,2
362250,2
362253,2
362254,2
363237,2
364401,2
364405,2
364412,2
364415,2
364417,2
364422,2
365121,2
365183,2
365526,1
365536,2
369193,3
370336,4
370795,1
370900,2
371030,1
371033,2
371565,1
372102,1
372103,1
372105,1
372107,1
372108,1
372114,1
372115,1
372239,2
372450,4
373247,3
373253,3
373261,3
373264,3
374146,2
374618,2
374622,2
374625,2
374627,2
374628,2
374630,2
375897,1
375909,1
375911,1
375912,1
375915,1
377316,2
377326,2
377331,2
377335,2
377342,2
377344,2
377345,2
377347,2
377460,1
377462,1
377463,1
377464,1
377465,1
377467,1
377469,1
377471,1
377472,2
377476,2
377477,2
377478,2
377481,2
377483,2
377484,2
377485,2
377486,2
377487,2
377488,2
377489,2
377490,1
377491,1
377493,1
377494,1
377495,1
377515,1
377516,1
377519,1
377521,1
377522,1
377523,1
377526,1
377527,2
377528,2
377529,2
377530,2
377534,1
377535,1
377536,1
377537,1
377538,2
377539,2
377540,2
377541,2
377560,2
377561,2
377562,2
377567,2
377578,2
377581,2
377582,2
377584,2
377598,2
377599,2
377600,2
377601,2
377606,2
377607,2
377608,2
377609,2
377615,2
377617,2
377618,2
377620,2
377626,2
377627,2
377628,2
377630,2
377679,2
377681,2
377682,2
377685,2
377688,1
377689,1
377694,1
377743,1
377744,1
377745,2
377748,2
377749,2
377751,2
377752,1
377754,1
377757,1
377760,1
377762,2
377765,2
377767,2
377769,2
377771,1
377773,1
377774,1
377777,1
377800,2
377801,2
377803,2
377804,2
377805,1
377806,1
377807,1
377808,1
377810,2
377812,2
377813,2
377815,2
377817,1
377819,1
377820,1
377822,1
377823,2
377824,2
377826,2
377827,2
377829,1
377830,1
377831,1
377832,1
377833,2
377836,2
377837,2
377838,2
377839,1
377840,1
377844,1
377845,1
377846,2
377848,2
377850,2
377852,2
377859,1
377860,1
377861,1
377862,1
377865,2
377867,2
377868,2
377869,2
377871,1
377872,1
377873,1
377874,1
378705,2
379625,2
379626,3
379659,2
380804,2
380806,2
382222,2
383759,2
383763,2
383764,2
383769,2
383790,2
383808,2
383810,2
383818,2
383821,2
385674,2
385720,2
388421,2
388423,2
388424,2
388425,2
388443,2
388445,2
388448,2
388452,2
388665,5
389863,3
390919,1
390922,1
391828,4
391830,4
391831,4
392617,4
393427,1
396144,3
402604,2
402622,1
402625,3
402636,2
402657,2
402658,2
402660,2
402670,3
402677,1
402679,1
405453,3
406432,2
407246,1
407248,2
407253,1
408707,4
409566,4
411334,1
411583,1
411584,1
411586,1
411589,1
411590,1
411593,4
411594,1
411808,2
411812,2
411813,2
411814,2
412025,4
412610,1
412615,3
412619,3
412693,3
412705,4
412739,3
412794,1
412795,1
412812,1
412813,2
413282,1
413284,1
416147,4
416163,4
416209,2
416221,2
416228,2
416233,3
416245,3
417575,1
417796,2
417923,1
417931,1
41867,3
41874,3
425299,1
425322,1
426000,1
428115,3
429171,2
429185,1
429716,1
429723,1
429725,1
429726,1
429914,1
429930,1
429936,1
429940,1
430025,1
430028,1
430031,1
430034,1
430036,1
430054,1
430055,1
430056,1
430070,1
430071,1
430072,1
430073,1
430076,1
430077,1
430082,1
430084,1
430087,1
430089,1
430090,1
430092,1
430094,1
430096,1
430097,1
430111,1
430114,1
430116,1
430117,1
430119,1
430120,1
430121,1
430123,1
430125,1
430126,1
430127,1
430128,1
430129,1
430130,1
430131,1
430132,1
430133,1
430134,1
430135,1
430136,1
430137,1
430138,1
430139,1
430140,1
430141,1
430142,1
430209,1
430210,1
430211,1
430214,1
430215,1
430217,1
430221,1
430222,1
430223,1
430225,1
430226,1
430227,1
430265,1
430266,1
430267,1
430269,1
430271,1
430273,1
430592,2
430599,2
430600,2
430601,2
430607,2
430608,2
430609,2
430610,2
430615,2
430619,2
430621,2
430622,2
430625,2
430629,2
430630,2
430631,2
430634,2
430636,2
430638,2
430639,2
431152,2
431153,2
431154,2
431155,2
431158,2
431160,2
431161,2
431163,2
431164,2
431166,2
431167,2
431169,2
431170,2
431171,2
431172,2
431173,2
431501,1
432355,3
432825,2
432828,2
432829,2
432831,2
432834,2
432835,2
432836,2
432837,2
432840,2
432841,2
432842,2
432843,2
432844,2
432845,2
